MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
1961,Rain Man,8.0,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheri...",Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino",Drama,133 min,16 Dec 1988
1962,Driving Miss Daisy,7.3,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.,Bruce Beresford,"Morgan Freeman, Jessica Tandy, Dan Aykroyd","Comedy, Drama",99 min,26 Jan 1990
1963,Take the Money and Run,7.2,"The life and times of Virgil Starkwell, inept bank robber.",Woody Allen,"Woody Allen, Janet Margolin, Marcel Hillaire","Comedy, Crime",85 min,10 Jul 1970
1964,Klute,7.1,A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,Alan J. Pakula,"Jane Fonda, Donald Sutherland, Charles Cioffi","Crime, Mystery, Thriller",114 min,25 Jun 1971
1965,Repo Man,6.8,"A young punk, recruited by a car repo agency, finds himself in pursuit of a Chevrolet Malibu with a huge, $20,000 bounty--and something otherworldly stashed in its trunk.",Alex Cox,"Harry Dean Stanton, Emilio Estevez, Tracey Walter","Action, Comedy, Crime",92 min,02 Mar 1984
1967,Labyrinth,7.3,Teenage Sarah journeys through a maze to save her baby brother from the Goblin King.,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud","Adventure, Family, Fantasy",101 min,27 Jun 1986
1973,Freddy's Dead: The Final Nightmare,4.7,"Dream-haunting Freddy Krueger returns once again to prowl the nightmares of Springwood's last surviving teenager, and of a woman whose personal connection to Krueger may mean his doom.",Rachel Talalay,"Robert Englund, Lisa Zane, Shon Greenblatt","Fantasy, Horror",89 min,13 Sep 1991
1974,Friday the 13th,6.4,"A group of teenage camp counselors attempt to re-open an abandoned summer camp with a tragic past, but they are stalked by a mysterious, relentless killer.",Sean S. Cunningham,"Betsy Palmer, Adrienne King, Jeannine Taylor","Horror, Mystery, Thriller",95 min,09 May 1980
1975,Friday the 13th Part 2,6.1,"Five years after the events of the first film, a summer camp next to the infamous Camp Crystal Lake is preparing to open, but the legend of Jason is weighing heavy on the proceedings.",Steve Miner,"Betsy Palmer, Amy Steel, John Furey","Horror, Mystery, Thriller",87 min,01 May 1981
1977,Friday the 13th: The Final Chapter,6.0,"After being announced dead and taken to a morgue, Jason Voorhees spontaneously revives, escapes from the hospital, and stalks a group of friends renting a house in the countryside near Crystal Lake.",Joseph Zito,"Erich Anderson, Judie Aronson, Peter Barton","Horror, Thriller",91 min,13 Apr 1984
1979,Friday the 13th Part VI: Jason Lives,6.0,"Tommy Jarvis exhumes Jason Voorhees to cremate his corpse, but inadvertently brings him back to life instead. The newly revived killer seeks revenge, and Tommy may be the only one who can stop him.",Tom McLoughlin,"Thom Mathews, Jennifer Cooke, David Kagen","Horror, Thriller",86 min,01 Aug 1986
1981,Friday the 13th Part VIII: Jason Takes Manhattan,4.5,"Jason Voorhees is accidentally awakened from his watery grave and ends up stalking a ship full of graduating high-school students headed to Manhattan, New York.",Rob Hedden,"Jensen Daggett, Kane Hodder, Todd Caldecott","Adventure, Horror, Thriller",100 min,28 Jul 1989
1982,Halloween,7.7,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again.",John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Tony Moran","Horror, Thriller",91 min,27 Oct 1978
1983,Halloween II,6.5,"While Dr. Loomis hunts for Michael Myers, a traumatized Laurie is rushed to Haddonfield Memorial Hospital, and The Shape is not far behind her.",Rick Rosenthal,"Jamie Lee Curtis, Donald Pleasence, Charles Cyphers",Horror,92 min,30 Oct 1981
1985,Halloween 4: The Return of Michael Myers,5.8,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece. Can Dr. Loomis stop him?",Dwight H. Little,"Donald Pleasence, Ellie Cornell, Danielle Harris","Horror, Thriller",88 min,21 Oct 1988
1986,Halloween 5: The Revenge of Michael Myers,4.9,"One year after the events of Halloween 4: The Return of Michael Myers (1988), the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.",Dominique Othenin-Girard,"Donald Pleasence, Danielle Harris, Ellie Cornell","Horror, Thriller",96 min,13 Oct 1989
1987,Prom Night,5.3,"At a high-school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years previously.",Paul Lynch,"Leslie Nielsen, Jamie Lee Curtis, Casey Stevens","Horror, Mystery, Thriller",92 min,18 Jul 1980
1988,Hello Mary Lou: Prom Night II,5.8,"Thirty years after her accidental death at her 1957 senior prom, the tortured spirit of prom queen Mary Lou Maloney returns to seek revenge.",Bruce Pittman,"Lisa Schrage, Michael Ironside, Wendy Lyon","Horror, Thriller",97 min,16 Oct 1987
1991,Child's Play,6.7,"A dying serial killer transfers his consciousness into a popular kids doll using voodoo. A struggling single mother gifts her six-year-old son the much sought-after doll for his birthday, and the doll slowly begins to show its tru...",Tom Holland,"Catherine Hicks, Chris Sarandon, Alex Vincent","Horror, Thriller",87 min,09 Nov 1988
1992,Child's Play 2,6.0,"While Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",John Lafia,"Alex Vincent, Jenny Agutter, Gerrit Graham","Horror, Thriller",84 min,09 Nov 1990
1994,Poltergeist,7.3,"A family's home becomes the center of paranormal activity that opens a doorway to the ""other side."" With help, they must cross over to get their daughter back.",Tobe Hooper,"JoBeth Williams, Heather O'Rourke, Craig T. Nelson","Horror, Thriller",114 min,04 Jun 1982
1995,Poltergeist II: The Other Side,5.7,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",Brian Gibson,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke",Horror,91 min,23 May 1986
1996,Poltergeist III,4.7,"Carol Anne is staying with her aunt in a high-rise building, where the supernatural forces haunting her make their return.",Gary Sherman,"Heather O'Rourke, Tom Skerritt, Nancy Allen","Horror, Thriller",98 min,10 Jun 1988
1998,Exorcist II: The Heretic,3.8,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.","John Boorman, Rospo Pallenberg","Richard Burton, Linda Blair, Louise Fletcher",Horror,117 min,17 Jun 1977
2000,Lethal Weapon,7.6,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey","Action, Crime, Thriller",109 min,06 Mar 1987
2001,Lethal Weapon 2,7.3,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci","Action, Crime, Thriller",114 min,07 Jul 1989
2002,Lethal Weapon 3,6.7,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci","Action, Crime, Thriller",118 min,15 May 1992
2003,Gremlins,7.3,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,Joe Dante,"Zach Galligan, Phoebe Cates, Hoyt Axton","Comedy, Fantasy, Horror",106 min,08 Jun 1984
2004,Gremlins 2: The New Batch,6.4,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",Joe Dante,"Zach Galligan, Phoebe Cates, Howie Mandel","Comedy, Fantasy, Horror",106 min,15 Jun 1990
2007,Polish Wedding,5.5,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family, especially her five children. Though she's happily married to Bolek, she has been having an affair with another man, Roman, for age...",Theresa Connelly,"Claire Danes, Gabriel Byrne, Lena Olin","Comedy, Drama, Romance",105 min,17 Jul 1998
2009,Soylent Green,7.0,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,Richard Fleischer,"Charlton Heston, Edward G. Robinson, Leigh Taylor-Young","Crime, Mystery, Sci-Fi",97 min,09 May 1973
2011,Back to the Future Part II,7.8,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson","Adventure, Comedy, Sci-Fi",108 min,22 Nov 1989
2012,Back to the Future Part III,7.4,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is m...",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Adventure, Comedy, Sci-Fi",118 min,25 May 1990
2017,Babes in Toyland,6.1,"Mary Contrary is set to marry Tom Piper when he is kidnapped by Roderigo and Gonzorgo, two goons working for the evil Barnaby who wants to marry Mary for her inheritance.",Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello","Comedy, Family, Fantasy",106 min,14 Dec 1961
2018,Bambi,7.3,The story of a young deer growing up in the forest.,"James Algar, Samuel Armstrong, David Hand","Hardie Albright, Stan Alexander, Bobette Audrey","Animation, Adventure, Drama",69 min,21 Aug 1942
2020,Dangerous Liaisons,7.5,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,Stephen Frears,"Glenn Close, John Malkovich, Michelle Pfeiffer","Drama, Romance",119 min,24 Feb 1989
2021,Dune,6.3,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis","Action, Adventure, Sci-Fi",137 min,14 Dec 1984
2025,Lolita,6.8,"An English professor falls for a minor, and has to face the consequences of his actions.",Adrian Lyne,"Jeremy Irons, Dominique Swain, Melanie Griffith","Drama, Romance",137 min,25 Sep 1998
2026,Disturbing Behavior,5.6,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",David Nutter,"James Marsden, Katie Holmes, Nick Stahl","Horror, Mystery, Sci-Fi",84 min,24 Jul 1998
2027,Mafia!,5.5,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,Jim Abrahams,"Jay Mohr, Christina Applegate, Lloyd Bridges","Comedy, Crime",87 min,24 Jul 1998
2028,Saving Private Ryan,8.6,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,"Tom Hanks, Matt Damon, Tom Sizemore","Drama, War",169 min,24 Jul 1998
2035,Blackbeard's Ghost,6.8,"Track coach Steve Walker accidentally invokes the spirit of notorious pirate Captain Blackbeard who was believed dead. He must now lay the pirate to rest and save a local hotel from mobster Silky Seymour, who wants to build a casino.",Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette","Comedy, Family, Fantasy",106 min,08 Feb 1968
2036,Blank Check,5.3,"After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters it belongs to are in pursuit.",Rupert Wainwright,"Brian Bonsall, Karen Duffy, James Rebhorn","Comedy, Crime, Family",93 min,11 Feb 1994
2037,Candleshoe,6.7,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.",Norman Tokar,"Jodie Foster, David Niven, Helen Hayes","Adventure, Comedy, Drama",101 min,16 Dec 1977
2039,Cheetah,5.9,"A ""born free"" type story set in Kenya about an orphaned cheetah cub that is adopted and raised by an American family.",Jeff Blyth,"Keith Coogan, Lucy Deakins, Colin Mothupi","Adventure, Drama, Family",83 min,18 Aug 1989
2041,Condorman,5.7,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,Charles Jarrott,"Michael Crawford, Oliver Reed, Barbara Carrera","Action, Adventure, Comedy",90 min,07 Aug 1981
2042,D2: The Mighty Ducks,6.1,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,Sam Weisman,"Emilio Estevez, Kathryn Erbe, Michael Tucker","Comedy, Drama, Family",106 min,25 Mar 1994
2043,Darby O'Gill and the Little People,7.1,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery","Adventure, Family, Fantasy",93 min,22 Jun 1960
2046,Flight of the Navigator,6.9,"In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship.",Randal Kleiser,"Joey Cramer, Paul Reubens, Cliff De Young","Adventure, Comedy, Family",90 min,01 Aug 1986
